input_file	tool	model	split	prob	n_seqs	n_pos_seqs	n_neg_seqs	FN_seq	TN_seq	TP_start_seq	FP_start_seq	Prec_start_seq	Rec_start_seq	F1-s_start_seq	Spec_start_seq	Acc_start_seq	TP_full_seq	FP_full_seq	Prec_full_seq	Rec_full_seq	F1-s_full_seq	Spec_full_seq	Acc_full_seq	n_real_cdss	n_pred_cdss	TP_start_cds	FP_start_cds	FN_start_cds	Prec_start_cds	Rec_start_cds	F1-s_start_cds	TP_full_cds	FP_full_cds	FN_full_cds	Prec_full_cds	Rec_full_cds	F1-s_full_cds	pred_secs
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.68	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.69	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.7	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.71	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.72	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.73	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.74	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.3
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.75	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.76	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.77	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.78	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.79	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.8	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.81	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.82	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.83	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.84	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.85	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.86	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.87	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.88	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.89	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.9	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.91	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.92	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.93	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.94	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.4
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.95	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.96	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.6
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.97	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.7
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.98	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.5
train_TransCirc_RP_PP_evidence_hsa.fa	cirCodAn	VERT_circ	4	0.99	3140	3140	0	586	0	2491	63	97.53	80.96	88.47	0.0	0.0	2491	63	97.53	80.96	88.47	0.0	0.0	4420	2554	2491	63	1929	97.53	56.36	71.44	2491	63	1929	97.53	56.36	71.44	5.4
